Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
205,50,1,3.912023005428146,8.160518247477505,1,0,1,1,0,0,4,2,1,3,1,5,7,62,59,0,0,0,0,1,0.0,1,3,2,1,2,1,3,312.0,5,0.0,408.0,720.0,2,2,1,3,6.579251212010101,564,0,7.157735484249907,0.0,0.0,1,1,2,1,1,5,4,0,1,2,61.0,1,1.0,240.0,1,2,2,0,35,0,0,0,0,0,4,2009,2,3,11.608235644774552
206,20,3,4.59511985013459,9.380167531188448,1,0,1,1,1,0,13,2,1,3,3,7,5,19,19,0,0,6,5,1,0.0,1,3,4,2,2,1,5,0.0,5,0.0,1424.0,1424.0,2,4,1,3,7.273786317844895,0,0,7.273786317844895,0.0,0.0,2,0,3,1,1,5,4,0,1,4,19.0,2,2.0,500.0,1,2,2,0,34,0,508,0,0,0,5,2009,2,3,12.103486056755072
207,20,3,3.6888794541139363,9.523178364309082,1,1,1,1,4,0,6,3,1,3,3,5,5,45,45,0,0,6,5,1,0.0,1,2,2,1,2,1,5,0.0,5,0.0,1140.0,1140.0,2,2,1,3,7.4360278163518485,0,0,7.4360278163518485,0.0,0.0,1,1,3,1,1,8,1,1,1,4,45.0,2,1.0,349.0,1,2,2,0,30,0,0,0,0,0,3,2007,2,3,11.876873892875459
208,20,3,4.23410650459726,9.432923766431829,1,1,1,1,0,0,8,2,1,3,3,4,5,48,48,0,0,2,1,1,0.0,1,3,4,1,2,1,4,419.0,2,306.0,375.0,1100.0,2,2,1,3,7.003065458786462,0,0,7.003065458786462,1.0,0.0,1,0,3,1,1,6,4,1,0,4,48.0,2,1.0,312.0,1,2,2,355,0,0,0,0,0,0,4,2008,2,3,11.856515169360305
209,60,3,4.23410650459726,9.572480355345974,1,1,2,1,0,1,10,2,1,3,5,7,5,19,18,0,0,7,7,2,128.0,2,3,2,2,2,4,6,1065.0,5,0.0,92.0,1157.0,2,4,1,3,7.07326971745971,882,0,7.631431664576906,1.0,0.0,2,1,3,1,1,7,4,1,3,4,19.0,3,2.0,454.0,1,2,2,60,55,0,0,154,0,0,4,2007,2,3,12.531772785169476
210,20,3,4.31748811353631,9.017968479328726,1,0,1,1,0,0,8,2,1,3,3,6,7,44,44,2,0,6,5,4,260.0,1,3,2,2,2,1,1,787.0,5,0.0,305.0,1092.0,2,4,1,3,6.9957661563048505,0,0,6.9957661563048505,1.0,0.0,1,0,3,1,1,6,4,0,1,4,44.0,2,2.0,504.0,1,1,2,0,0,0,0,0,0,0,7,2008,2,3,11.884489021402711
211,30,3,4.204692619390966,8.631235907456897,1,0,1,1,0,0,5,2,1,3,3,5,6,83,58,0,0,5,2,1,0.0,1,3,2,1,2,1,1,468.0,5,0.0,396.0,864.0,2,2,0,2,6.761572768804055,0,0,6.761572768804055,1.0,0.0,1,0,2,1,1,5,4,0,1,0,1939.0,0,0.0,0.0,1,2,2,0,0,96,0,0,0,0,4,2008,2,3,11.49272275765271
212,20,3,4.418840607796598,9.251482315307358,1,0,1,1,1,0,5,2,1,3,3,6,5,1,1,0,0,10,10,1,0.0,1,3,4,2,2,2,6,36.0,5,0.0,1176.0,1212.0,2,4,1,3,7.10002716662926,0,0,7.10002716662926,0.0,0.0,2,0,3,1,2,6,4,0,1,4,1.0,2,2.0,460.0,1,2,2,100,22,0,0,0,0,0,3,2010,2,3,12.133501952695338
213,60,4,4.276666119016055,9.064157861798101,1,0,1,1,0,0,18,2,1,3,5,7,5,0,0,0,0,10,10,1,0.0,1,3,4,2,2,1,6,822.0,5,0.0,78.0,900.0,2,4,1,3,6.837332814685591,920,0,7.524021415206125,1.0,0.0,2,1,3,1,2,7,4,1,1,4,0.0,2,2.0,644.0,1,2,2,168,108,0,0,0,0,0,7,2009,3,4,12.439871229831715
214,20,3,3.7612001156935624,9.515469358031684,1,3,1,1,4,0,14,2,1,3,3,5,5,11,11,0,0,10,10,1,0.0,1,3,4,2,2,1,4,716.0,5,0.0,274.0,990.0,2,4,1,3,6.897704943128636,0,0,6.897704943128636,0.0,1.0,1,0,3,1,1,5,4,0,1,4,10.0,1,2.0,576.0,1,2,2,224,0,0,0,0,0,0,7,2006,2,3,11.957611286231675
215,60,3,4.23410650459726,9.296518068217235,1,1,1,1,2,0,14,2,1,3,5,6,7,33,33,0,0,6,5,2,153.0,1,3,2,2,2,1,6,378.0,5,0.0,311.0,689.0,2,4,1,3,6.535241271013659,703,0,7.238496840894365,0.0,0.0,1,1,3,1,1,6,4,0,1,4,33.0,3,1.0,299.0,1,2,2,0,36,0,0,0,0,450,3,2010,2,3,11.993807212363148
216,20,3,4.276666119016055,9.211439767419483,1,1,1,1,0,0,8,2,1,3,3,5,6,49,10,0,0,6,5,2,64.0,1,3,2,1,2,1,2,360.0,5,0.0,710.0,1070.0,2,2,1,3,7.119635638017636,0,0,7.119635638017636,0.0,1.0,1,0,2,1,2,6,3,1,2,4,49.0,1,1.0,447.0,1,2,2,0,0,0,0,0,0,0,5,2006,2,3,11.80894766169701
217,20,3,4.174387269895637,9.041921720351219,1,0,1,1,0,0,14,2,1,3,3,7,5,4,4,0,0,10,10,2,266.0,2,3,4,2,2,2,6,946.0,5,0.0,490.0,1436.0,2,4,1,3,7.269616749608169,0,0,7.269616749608169,1.0,0.0,2,0,3,1,2,8,4,0,1,4,4.0,1,2.0,484.0,1,2,2,139,98,0,0,0,0,0,4,2008,2,3,12.254862809699606
218,70,1,4.04305126783455,9.200895913148184,1,0,1,1,0,0,4,2,1,3,5,4,4,81,56,0,0,4,3,1,0.0,1,3,2,1,2,1,5,0.0,5,0.0,686.0,686.0,2,1,0,3,6.697034247666484,518,0,7.191429330036379,0.0,0.0,1,0,3,1,1,8,4,0,1,2,66.0,1,1.0,210.0,1,2,2,0,172,60,0,0,0,0,9,2006,2,2,11.580584113444043
219,50,3,4.23410650459726,9.658864969544794,1,1,1,1,1,0,16,2,1,3,1,7,9,69,2,0,0,10,10,2,312.0,2,2,2,1,2,1,2,341.0,5,0.0,457.0,798.0,2,4,1,3,7.036148493750536,817,0,7.577633832602728,0.0,1.0,1,1,3,1,2,8,4,2,1,4,69.0,1,2.0,431.0,1,2,2,0,119,150,0,0,0,0,5,2008,2,3,12.649154617209645
220,120,3,3.7612001156935624,8.009695357742922,1,0,1,1,0,0,15,2,1,4,3,7,5,1,0,0,0,10,10,2,16.0,2,3,4,2,2,3,6,16.0,5,0.0,1232.0,1248.0,2,4,1,3,7.129297548929373,0,0,7.129297548929373,0.0,0.0,2,0,2,1,2,5,4,0,1,4,1.0,3,2.0,438.0,1,2,2,108,0,0,0,0,0,0,3,2006,3,4,12.0271851854705
221,20,3,4.290459441148391,9.103868127465667,1,1,1,1,0,0,14,2,1,3,3,7,5,0,0,0,0,10,10,1,0.0,2,3,4,2,2,2,5,0.0,5,0.0,1498.0,1498.0,2,4,1,3,7.311886164077165,0,0,7.311886164077165,0.0,0.0,2,0,2,1,2,5,4,0,1,4,0.0,2,2.0,675.0,1,2,2,351,33,0,0,0,0,0,4,2006,3,4,12.230277334226992
222,60,3,4.23410650459726,8.995660899074103,1,1,1,1,0,0,13,2,1,3,5,6,5,7,7,0,0,10,10,1,0.0,2,3,4,2,2,1,5,0.0,5,0.0,1010.0,1010.0,2,4,1,3,6.917705609835305,1257,0,7.726212650507529,0.0,0.0,2,1,4,1,2,8,4,1,1,5,7.0,2,2.0,390.0,1,2,2,120,46,0,0,0,0,0,12,2009,1,3,12.206072645530174
223,60,3,4.442651256490317,9.347926034928745,1,0,1,1,0,0,12,4,1,3,5,6,6,31,31,0,0,10,10,1,0.0,1,3,2,2,2,1,4,550.0,5,0.0,163.0,713.0,2,2,1,3,6.698268054115413,741,0,7.347299700743164,1.0,0.0,2,1,3,1,1,6,4,1,1,4,31.0,2,2.0,434.0,1,2,2,209,208,0,0,0,0,0,2,2006,2,3,12.100156419938624
224,20,3,4.248495242049359,9.259130536145614,1,0,1,1,2,0,8,2,1,3,3,4,6,38,38,0,0,6,5,1,0.0,1,3,2,1,2,1,4,524.0,3,180.0,160.0,864.0,2,3,1,3,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,2,1,1,4,4,0,1,2,20.0,1,2.0,576.0,1,2,2,216,0,0,0,0,0,0,3,2009,2,0,11.48246625748552
225,20,3,4.634728988229636,9.508368736482108,1,0,1,1,0,0,21,2,1,3,3,10,5,6,6,2,0,10,10,2,922.0,3,3,4,3,2,4,6,56.0,5,0.0,2336.0,2392.0,2,4,1,3,7.779885115070522,0,0,7.779885115070522,0.0,0.0,2,0,3,1,3,8,4,1,4,4,6.0,3,3.0,968.0,1,2,2,248,105,0,0,0,0,0,6,2009,2,3,12.864240107194092
226,160,1,3.044522437723423,7.426549072397305,1,0,1,1,0,0,2,2,1,1,5,5,5,38,38,0,0,6,5,2,142.0,1,3,2,1,2,1,5,0.0,5,0.0,630.0,630.0,2,2,1,3,6.4457198193855785,672,0,7.171656822768514,0.0,0.0,2,1,3,1,1,6,4,0,1,2,18.0,1,1.0,280.0,1,2,2,0,0,0,0,0,0,0,5,2009,0,0,11.626254150277232
227,60,3,4.406719247264253,9.205327830152639,1,1,1,1,0,0,22,2,1,3,5,7,5,12,12,0,0,10,10,2,290.0,2,3,4,2,2,1,6,565.0,5,0.0,638.0,1203.0,2,4,1,3,7.101675971619444,1306,0,7.832014180505469,0.0,0.0,2,1,4,1,2,9,4,1,1,4,12.0,2,3.0,721.0,1,2,2,224,114,0,0,0,0,0,6,2007,2,0,12.577636201962656
228,160,1,3.044522437723423,7.533158807455563,1,0,1,1,0,0,2,2,1,1,5,6,6,38,38,0,0,6,5,2,127.0,1,3,2,1,2,1,1,321.0,5,0.0,162.0,483.0,2,2,1,3,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,1,5,4,0,1,2,21.0,1,1.0,280.0,1,2,2,0,0,0,0,0,0,0,9,2008,2,3,11.571194373094205
229,20,3,4.248495242049359,9.050288983827956,1,0,1,1,2,0,6,1,1,3,3,5,5,43,43,0,0,6,5,1,0.0,1,3,2,1,2,1,4,842.0,5,0.0,70.0,912.0,2,2,1,3,6.815639990074331,0,0,6.815639990074331,0.0,0.0,1,0,3,1,1,5,4,1,2,2,36.0,1,1.0,336.0,1,2,2,0,0,0,0,0,0,0,5,2010,2,3,11.736069016284437
230,120,3,3.7612001156935624,8.065265208897733,1,0,1,1,0,0,15,2,1,4,3,7,5,4,3,0,0,10,10,2,16.0,2,3,4,2,2,3,6,16.0,5,0.0,1357.0,1373.0,2,4,1,3,7.349230824613334,0,0,7.349230824613334,0.0,0.0,2,0,2,1,2,7,4,1,1,4,4.0,3,2.0,430.0,1,2,2,143,20,0,0,0,0,0,5,2009,2,3,12.167851432709975
231,20,3,4.290459441148391,9.077951183930438,1,0,1,1,0,0,8,2,1,3,3,6,6,51,51,2,0,4,3,2,220.0,1,3,2,1,2,1,5,0.0,5,0.0,1194.0,1194.0,2,2,1,3,7.085064293952548,0,0,7.085064293952548,1.0,0.0,1,0,3,1,1,6,4,0,1,4,51.0,2,1.0,312.0,1,2,2,0,0,120,0,0,0,0,4,2010,2,3,11.904967552746252
232,60,3,5.159055299214529,9.624963417869113,1,1,1,1,0,0,22,2,1,3,5,8,5,14,13,0,0,10,10,2,506.0,2,3,4,2,2,1,6,689.0,5,0.0,773.0,1462.0,2,4,1,3,7.306531398939505,1304,0,7.935229539816907,1.0,0.0,2,1,4,1,3,9,4,1,1,4,14.0,3,3.0,810.0,1,2,2,0,146,202,0,0,0,0,7,2009,2,3,12.90669184092882
233,160,1,3.044522437723423,7.426549072397305,1,0,1,1,0,0,2,2,1,1,5,6,5,34,34,0,0,6,5,2,297.0,1,3,2,1,2,1,5,0.0,5,0.0,483.0,483.0,2,2,1,3,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,1,5,4,1,0,4,34.0,1,1.0,288.0,1,2,2,0,0,0,0,0,0,0,6,2006,2,3,11.456355113481834
234,20,3,4.31748811353631,9.273315171137572,1,0,1,1,1,0,14,2,1,3,3,5,6,34,34,0,0,6,5,1,0.0,1,3,2,1,3,3,3,182.0,6,712.0,0.0,894.0,2,2,1,3,6.795705775173514,0,0,6.795705775173514,1.0,0.0,1,0,3,1,1,5,4,0,1,4,34.0,1,1.0,308.0,1,2,2,365,0,0,0,0,0,0,2,2010,2,3,11.761346823468706
235,60,3,4.23410650459726,8.968396191198256,1,0,1,1,0,0,13,2,1,3,5,6,5,8,8,0,0,10,10,3,69.0,2,3,4,2,2,1,6,625.0,5,0.0,235.0,860.0,2,4,1,3,6.756932389247553,1100,0,7.580699752224563,1.0,0.0,2,1,4,1,2,8,4,2,1,5,8.0,3,2.0,440.0,1,2,2,288,48,0,0,0,0,0,5,2010,2,3,12.285345826424681
236,160,1,3.044522437723423,7.426549072397305,1,0,1,1,0,0,2,2,1,4,5,6,3,37,37,0,0,6,5,2,604.0,1,3,2,1,2,1,4,358.0,5,0.0,125.0,483.0,2,2,1,3,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,1,5,4,0,1,2,37.0,1,1.0,264.0,1,2,2,0,0,0,0,0,0,0,8,2008,2,3,11.401993904262946
237,20,3,4.174387269895637,9.079434102128383,1,0,1,1,2,0,14,2,1,3,3,7,5,6,6,0,0,10,10,2,98.0,2,3,4,2,2,3,6,24.0,5,0.0,1390.0,1414.0,2,4,1,3,7.254177846456518,0,0,7.254177846456518,0.0,0.0,2,0,3,1,2,6,4,0,1,4,6.0,2,2.0,494.0,1,2,2,132,105,0,0,0,0,0,5,2010,2,3,12.130810161029627
238,60,3,4.23410650459726,9.154087430425385,1,1,1,1,4,0,10,3,1,3,5,7,7,17,7,0,0,6,5,1,0.0,2,3,4,2,2,1,2,402.0,5,0.0,594.0,996.0,2,4,1,3,6.921658184151129,730,0,7.463936604468925,0.0,0.0,2,1,3,1,2,7,4,0,1,4,17.0,2,2.0,457.0,1,2,2,370,70,0,238,0,0,0,2,2010,2,3,12.178187442040638
239,20,3,4.532599493153256,9.395158808968725,1,0,1,1,0,0,21,2,1,3,3,8,5,0,0,2,0,10,10,2,254.0,3,3,4,3,2,1,5,0.0,5,0.0,1694.0,1694.0,2,4,1,3,7.434847875211999,0,0,7.434847875211999,0.0,0.0,2,0,3,1,2,7,4,0,1,4,0.0,3,3.0,818.0,1,2,2,168,228,0,0,0,0,0,12,2007,3,4,12.669806661762314
240,50,3,3.9512437185814275,9.075779878580487,1,0,1,1,0,0,5,2,1,3,1,6,4,65,60,0,0,10,10,1,0.0,1,3,2,1,1,1,3,94.0,5,0.0,641.0,735.0,2,2,1,2,6.682108597449809,689,0,7.304515946460155,0.0,0.0,1,1,3,1,1,7,4,1,3,2,61.0,1,1.0,220.0,1,2,2,0,140,0,0,0,0,0,4,2010,2,3,11.635143097694478
241,20,4,4.31748811353631,9.104979856318357,1,0,1,1,0,0,18,2,1,3,3,8,5,2,2,0,0,10,10,4,36.0,2,3,4,2,2,3,6,1078.0,5,0.0,488.0,1566.0,2,4,1,3,7.356279876550748,0,0,7.356279876550748,1.0,0.0,2,0,3,1,2,7,4,0,1,4,2.0,2,2.0,750.0,1,2,2,144,168,0,0,0,0,0,4,2010,2,3,12.478006361013815
242,30,1,3.6888794541139363,8.263590432617319,1,0,1,1,0,0,4,2,1,3,3,5,9,62,10,0,0,10,10,1,0.0,1,2,2,1,2,1,4,329.0,5,0.0,357.0,686.0,2,3,1,3,6.763884908562435,0,0,6.763884908562435,0.0,0.0,1,0,2,1,2,4,4,0,1,0,1938.0,0,0.0,0.0,1,2,2,58,42,0,0,0,0,0,8,2007,2,3,11.612770799939945
243,50,1,4.143134726391533,8.517193191416238,1,0,1,1,1,0,4,2,1,3,1,5,4,106,56,0,0,2,1,1,0.0,1,3,1,1,2,1,5,0.0,5,0.0,540.0,540.0,2,3,0,2,6.790097235513905,551,0,7.272398392570047,0.0,0.0,1,0,3,1,1,6,4,0,1,4,66.0,1,1.0,352.0,0,2,2,0,0,77,0,0,0,0,4,2006,2,3,11.27720313144916
244,160,3,4.31748811353631,9.283776690049365,1,0,1,1,1,0,10,2,1,4,5,6,6,29,29,0,0,7,7,1,0.0,1,3,2,2,2,1,5,0.0,5,0.0,626.0,626.0,2,2,1,3,6.439350371100098,591,0,7.104144092987527,0.0,0.0,1,1,3,1,1,6,4,1,1,4,29.0,2,1.0,288.0,1,2,2,0,28,0,0,0,0,0,4,2009,2,3,11.695247021764184
245,60,3,4.23410650459726,9.091556835986216,1,1,1,1,0,0,10,2,1,3,5,7,5,16,8,0,0,10,10,1,0.0,2,3,4,2,2,1,6,695.0,5,0.0,253.0,948.0,2,4,1,3,7.108244139731541,888,0,7.6544432264701125,1.0,0.0,2,1,3,1,2,8,4,2,2,4,16.0,2,2.0,463.0,1,2,2,0,130,0,0,0,0,0,5,2010,2,3,12.230765258120545
246,20,3,4.382026634673881,9.249561085129464,1,0,1,1,0,0,12,2,1,3,3,7,5,18,18,0,0,2,1,2,102.0,1,3,2,2,2,3,6,929.0,5,0.0,916.0,1845.0,2,3,1,3,7.534762657037537,0,0,7.534762657037537,0.0,1.0,2,0,3,1,1,6,4,1,1,4,18.0,3,2.0,604.0,1,2,2,197,39,0,0,0,0,0,6,2006,2,3,12.394624752074764
247,190,1,4.23410650459726,9.12063445889169,1,0,1,1,0,0,4,2,1,0,5,6,8,96,56,0,0,0,0,1,0.0,1,0,3,0,2,1,5,0.0,5,0.0,1020.0,1020.0,2,3,0,0,6.811244378601294,1020,0,7.564238475170491,0.0,0.0,2,0,4,2,0,9,4,0,1,2,96.0,1,1.0,440.0,2,1,2,0,60,112,0,0,0,0,4,2006,2,3,11.827736204810263
248,20,3,4.31748811353631,9.333442569110167,1,0,1,1,0,0,8,2,1,3,3,6,5,52,52,2,0,2,8,1,0.0,1,3,2,1,2,1,5,0.0,5,0.0,1367.0,1367.0,2,4,1,3,7.226209010100671,0,0,7.226209010100671,0.0,0.0,1,0,2,1,1,5,4,1,1,4,52.0,1,2.0,451.0,1,2,2,0,30,0,0,0,0,0,6,2006,2,3,11.84939770159144
249,60,3,4.276666119016055,9.334061298965942,1,0,1,1,0,0,14,2,1,3,5,7,5,4,4,0,0,10,10,2,101.0,2,3,4,2,2,1,5,0.0,5,0.0,840.0,840.0,2,4,1,3,6.733401891837359,828,0,7.419380582918692,0.0,0.0,2,1,3,1,2,8,4,0,1,4,4.0,2,2.0,500.0,1,2,2,144,68,0,0,0,0,0,9,2007,2,3,12.100712129872347
250,50,3,4.23410650459726,11.976659481202368,1,3,2,1,4,2,17,2,1,3,1,6,7,49,1,0,0,2,5,0,472.0,2,3,2,2,2,4,1,697.0,5,0.0,747.0,1444.0,2,3,1,3,7.275172319452771,700,0,7.670428522190693,0.0,1.0,2,0,4,1,2,7,4,2,1,4,49.0,3,2.0,389.0,1,2,2,0,98,0,0,0,0,500,6,2007,2,3,12.531772785169476
251,30,3,4.007333185232471,8.584851839890053,1,1,1,1,0,0,3,2,1,3,3,3,2,70,44,0,0,2,7,1,0.0,1,1,2,1,2,1,5,0.0,5,0.0,728.0,728.0,2,4,1,3,7.174724309836376,0,0,7.174724309836376,0.0,0.0,1,0,3,1,0,6,2,0,1,0,1941.0,0,0.0,0.0,1,2,2,263,0,0,0,0,0,450,5,2010,2,3,11.245046019814627
252,120,1,3.784189633918261,8.465899897028686,1,1,3,1,0,1,16,2,1,4,3,8,5,1,0,2,0,10,10,4,481.0,2,3,4,2,2,4,6,1573.0,5,0.0,0.0,1573.0,2,4,1,3,7.393263094763838,0,0,7.393263094763838,1.0,1.0,2,0,2,1,2,5,4,1,3,4,1.0,3,2.0,538.0,1,2,2,123,0,0,0,153,0,0,12,2007,2,2,12.367340793126296
253,60,3,4.174387269895637,9.031931152002144,1,1,1,1,0,0,10,2,1,3,5,6,5,4,4,0,0,10,10,1,0.0,2,3,4,2,2,1,5,0.0,5,0.0,798.0,798.0,2,4,1,3,6.682108597449809,842,0,7.402451520818244,0.0,0.0,2,1,3,1,2,6,4,0,1,4,4.0,2,2.0,520.0,1,2,2,138,45,0,0,0,0,0,12,2008,2,3,12.061046873479915
254,80,3,4.442651256490317,9.143131622282732,1,0,1,1,0,0,8,2,1,3,4,6,7,43,16,2,0,6,5,2,108.0,1,3,2,2,2,4,3,270.0,6,580.0,452.0,1302.0,2,4,1,3,7.171656822768514,0,0,7.171656822768514,0.0,1.0,2,0,3,1,2,7,3,0,1,4,43.0,2,1.0,309.0,1,2,2,333,0,0,0,0,0,0,10,2007,1,3,11.970350312009105
255,20,3,4.248495242049359,9.035986984831405,1,0,1,1,0,0,8,2,1,3,3,5,6,53,53,0,0,4,3,1,0.0,1,2,2,1,2,1,1,922.0,5,0.0,392.0,1314.0,2,2,1,3,7.1808311990445555,0,0,7.1808311990445555,1.0,0.0,1,0,3,1,1,5,4,0,1,4,53.0,2,1.0,294.0,1,2,2,250,0,0,0,0,0,0,6,2010,2,3,11.884489021402711
256,60,3,4.189654742026425,9.075436609511382,1,1,1,1,0,0,13,2,1,3,5,7,5,7,7,0,0,10,10,2,302.0,2,3,4,2,2,1,5,0.0,5,0.0,975.0,975.0,2,4,1,3,6.912742820493176,1286,0,7.736743682453495,0.0,0.0,2,1,4,1,2,8,4,1,1,5,7.0,3,2.0,429.0,1,2,2,192,0,0,0,0,0,0,2,2006,2,3,12.345834587905333
257,60,4,4.1588830833596715,9.081483749851179,1,1,1,1,0,0,18,2,1,3,5,6,5,5,5,0,0,10,10,1,0.0,2,3,4,2,2,1,1,503.0,5,0.0,361.0,864.0,2,4,1,3,6.761572768804055,864,0,7.454719949364001,0.0,0.0,2,1,3,1,2,7,4,0,1,4,5.0,2,2.0,673.0,1,2,2,216,56,0,0,0,0,0,5,2008,2,3,12.24288661865289
258,20,3,4.219507705176107,9.084096645401932,1,0,1,1,0,0,14,2,1,3,3,7,5,3,3,0,0,10,10,4,180.0,2,3,4,2,2,1,6,1334.0,5,0.0,270.0,1604.0,2,4,1,3,7.38025578842646,0,0,7.38025578842646,1.0,0.0,2,1,3,1,2,8,4,1,3,4,3.0,2,2.0,660.0,1,2,2,123,110,0,0,0,0,0,3,2009,2,0,12.301382825334498
259,60,3,4.382026634673881,9.428270356237505,1,0,1,1,0,0,14,2,1,3,5,7,5,7,7,0,0,10,10,2,172.0,2,3,4,2,2,1,6,361.0,5,0.0,602.0,963.0,2,4,1,3,6.870053411798126,829,0,7.491087593534876,0.0,0.0,2,1,3,1,2,7,4,1,1,4,7.0,2,2.0,564.0,1,2,2,0,96,0,245,0,0,0,5,2008,2,3,12.352335152508426
260,20,1,4.248495242049359,9.44951474036292,1,0,1,1,0,0,4,2,1,3,3,5,5,52,52,0,0,8,8,1,0.0,1,3,4,1,2,0,0,0.0,0,0.0,0.0,0.0,2,3,1,2,6.782192056006791,0,0,6.782192056006791,0.0,0.0,1,0,2,1,1,4,4,0,1,2,52.0,1,1.0,308.0,1,2,2,0,45,0,0,0,0,0,12,2008,2,3,11.48246625748552
261,80,3,4.787491742782046,9.867653099526912,1,0,1,1,1,0,8,0,1,3,4,6,5,47,47,0,0,2,1,2,399.0,1,3,2,1,2,4,1,672.0,6,690.0,0.0,1362.0,2,2,1,3,7.231287004327616,0,0,7.231287004327616,1.0,0.0,1,0,3,1,1,6,4,1,1,4,18.0,1,2.0,884.0,1,2,2,0,0,252,0,0,0,0,5,2009,2,3,12.078239274020289
262,60,3,4.23410650459726,9.168267595554275,1,1,1,1,0,0,14,2,1,3,5,8,5,0,0,0,0,9,9,4,270.0,2,3,4,3,2,1,5,0.0,5,0.0,1482.0,1482.0,2,4,1,3,7.301147805856032,1092,0,7.853216388156072,0.0,0.0,2,1,3,1,3,10,4,1,3,5,0.0,3,3.0,868.0,1,2,2,0,148,0,0,0,0,0,11,2007,3,4,12.528156144699286
263,80,3,4.477336814478207,9.044403844431551,1,1,1,1,1,0,6,2,1,3,4,6,7,29,11,0,0,6,7,2,46.0,1,3,2,2,3,3,4,506.0,5,0.0,0.0,506.0,2,2,1,3,7.10002716662926,0,0,7.10002716662926,1.0,0.0,1,0,3,1,1,6,4,1,1,4,28.0,1,2.0,492.0,1,2,2,292,12,0,0,0,0,0,7,2006,2,3,11.925035115797062
264,50,1,3.912023005428146,8.612503371220562,1,0,1,1,1,0,4,2,1,3,1,5,7,81,9,0,0,2,1,1,0.0,1,3,1,1,2,1,3,234.0,6,692.0,0.0,926.0,2,2,1,3,6.8308742346461795,0,390,7.182352111885263,1.0,0.0,1,0,3,1,1,6,4,0,1,2,36.0,1,2.0,484.0,1,2,2,0,0,0,0,0,0,0,4,2010,2,3,11.77528972943772
265,30,1,3.4011973816621555,8.562548893137034,1,2,0,1,0,0,4,0,1,3,3,5,5,83,4,0,0,2,1,1,0.0,1,3,1,0,2,1,5,0.0,5,0.0,680.0,680.0,2,3,0,0,6.638567789166521,0,0,6.638567789166521,0.0,0.0,1,0,2,1,1,4,4,0,1,2,43.0,1,2.0,504.0,1,2,0,0,0,0,0,0,0,0,6,2008,2,3,11.198214720130528
266,20,3,4.356708826689592,9.400133943608838,1,1,1,1,0,0,12,2,1,3,3,6,6,27,27,0,0,4,3,2,210.0,1,2,2,2,2,1,6,588.0,3,228.0,606.0,1422.0,2,2,1,3,7.259819610363186,0,0,7.259819610363186,0.0,0.0,2,0,3,1,2,7,4,1,1,4,27.0,3,2.0,576.0,1,2,2,276,0,0,0,0,0,0,6,2008,2,3,12.075394321888057
267,60,3,4.248495242049359,9.324293862052029,1,1,3,1,2,0,13,2,1,3,5,6,5,9,9,0,0,10,10,1,0.0,1,3,4,2,2,3,6,714.0,5,0.0,88.0,802.0,2,3,1,3,6.687108607866515,709,0,7.32052696227274,1.0,0.0,2,1,3,1,1,8,4,1,1,4,9.0,3,2.0,413.0,1,2,2,95,75,0,0,0,0,0,6,2006,2,3,12.128111104060462
268,75,3,4.0943445622221,9.035986984831405,1,0,0,1,0,1,7,2,1,3,2,5,8,69,11,0,0,2,1,1,0.0,1,3,4,1,2,1,3,378.0,5,0.0,342.0,720.0,2,4,1,3,6.9584483932976555,720,420,7.692569648067906,0.0,0.0,2,1,4,1,2,8,4,1,3,2,69.0,1,1.0,240.0,1,2,2,262,24,0,0,0,0,0,7,2008,2,3,12.097930486910471
269,30,1,4.2626798770413155,8.83927669058535,1,0,1,1,0,0,0,2,1,3,3,5,6,68,53,0,0,10,10,1,0.0,1,3,2,1,2,1,4,403.0,2,125.0,212.0,740.0,2,4,1,3,6.656726524178391,0,0,6.656726524178391,0.0,0.0,1,0,2,1,1,4,4,1,3,2,42.0,3,1.0,924.0,2,1,2,0,25,0,0,0,0,0,2,2008,2,3,11.699405031912846
